10
10
0.022109	0.072181	-0.180211	0.138872	0.172937	0.011765	0.153106	0.303084	0.022203	-0.106107	
0.087486	0.084724	-0.258210	0.433146	0.394335	0.047362	0.062588	0.680368	-0.102968	-0.234489	
0.014118	-0.046623	-0.072228	-0.043857	0.069882	-0.043731	0.049317	0.274751	-0.137384	-0.161398	
-0.006369	0.025226	-0.004475	0.058397	0.038212	0.017543	-0.040600	0.035818	0.022320	0.080341	
-0.071927	-0.153949	0.269583	-0.439194	-0.458037	-0.080921	-0.162165	-0.794572	0.151780	0.292050	
-0.138166	-0.106340	0.313776	-0.404780	-0.477428	-0.105447	-0.150937	-0.752437	0.081968	0.316548	
0.202916	0.315184	-0.637942	0.994179	1.163953	0.089340	0.322360	1.457745	0.130454	-0.592385	
-0.082428	-0.045218	0.117249	-0.149799	-0.177884	0.052435	-0.014963	-0.330725	0.010315	0.173028	
-0.006109	-0.151180	0.132537	-0.321413	-0.371169	-0.130321	-0.077738	-0.517779	0.032547	0.240077	
0.017879	0.136727	-0.169336	0.239145	0.334807	0.032545	0.020934	0.264278	0.067666	-0.084694	
